City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,radomsko,0,PL,1525146253,93,51.07,19.44,53.1,2.93
384,toora-khem,8,RU,1525145887,38,52.47,96.11,56.52,3.04
385,zabolotovka,0,RU,1525146253,43,50.28,39.32,56.25,8.63
386,norrtalje,90,SE,1525143000,87,59.76,18.7,42.8,19.46
387,esperance,20,TT,1525140000,78,10.24,-61.45,78.8,5.82
388,ponta delgada,20,PT,1525143600,82,37.73,-25.67,59.0,6.93
389,ranot,88,TH,1525146254,96,7.78,100.32,81.54,0.92
390,santa isabel do rio negro,8,BR,1525146255,98,-0.41,-65.02,74.52,0.36
391,port hawkesbury,90,CA,1525144620,93,45.62,-61.36,39.2,12.75
392,sao joao da barra,0,BR,1525145706,100,-21.64,-41.05,77.85,18.25
393,itarema,48,BR,1525146255,99,-2.92,-39.92,74.52,3.04
394,tiarei,20,PF,1525145400,66,-17.53,-149.33,84.2,4.7
395,kropachevo,92,RU,1525146256,100,55.01,57.99,37.08,4.05
396,machado,92,BR,1525146256,72,-21.69,-45.92,68.13,2.04
397,sao jose da coroa grande,80,BR,1525145775,100,-8.9,-35.15,75.15,4.61
398,teya,40,MX,1525142640,65,21.05,-89.07,78.8,10.29
399,lumeje,68,AO,1525146257,42,-11.56,20.78,71.1,10.09
400,guarapari,0,BR,1525143600,100,-20.67,-40.5,71.6,4.7
401,sitka,24,US,1525145668,48,37.17,-99.65,74.43,25.52
402,russell,0,AR,1525143600,76,-33.01,-68.8,53.6,3.36
403,ambilobe,0,MG,1525145780,68,-13.19,49.05,74.61,9.19
404,san fernando,20,TT,1525140000,78,10.28,-61.46,78.8,5.82
405,usinsk,20,RU,1525146259,98,66.0,57.56,23.67,9.64
406,edd,68,ER,1525146259,91,13.93,41.69,65.52,2.48
407,nelson bay,20,AU,1525143600,60,-32.72,152.14,69.8,9.17
408,yuli,44,NG,1525146260,62,10.52,9.86,79.2,10.42
409,nago,0,IT,1525143000,71,45.88,10.89,51.8,4.7
410,yozgat,0,TR,1525146260,78,39.82,34.81,42.48,2.71
411,tura,56,IN,1525145744,94,25.52,90.21,73.26,2.93
412,zambezi,36,ZM,1525146261,52,-13.55,23.12,67.23,9.75
413,nanortalik,88,GL,1525145720,91,60.14,-45.24,32.22,21.72
414,kingston,5,CA,1525143600,75,44.23,-76.48,42.8,5.82
415,skibbereen,40,IE,1525143600,93,51.55,-9.27,42.8,5.82
416,srednekolymsk,68,RU,1525145874,67,67.46,153.71,26.55,3.49
417,maraba,20,BR,1525143600,100,-5.35,-49.1,75.2,7.18
418,ballina,88,IE,1525145646,89,54.11,-9.15,42.75,13.44
419,plettenberg bay,0,ZA,1525145689,90,-34.05,23.37,60.12,4.61
420,dafeng,92,CN,1525146264,100,33.2,120.46,68.13,8.19
421,nouadhibou,56,MR,1525143600,72,20.93,-17.03,62.6,17.22
422,hamilton,75,BM,1525143300,77,32.3,-64.78,68.0,11.41
423,solnechnyy,32,RU,1525146265,40,50.72,136.64,50.4,4.38
424,sao lourenco do sul,92,BR,1525146265,85,-31.37,-51.98,66.6,10.42
425,isangel,80,VU,1525145881,100,-19.55,169.27,73.62,12.77
426,bereda,0,ES,1525143600,100,43.27,-7.54,37.4,4.7
427,northam,92,GB,1525143000,86,51.04,-4.21,39.2,4.7
428,san andres,12,PH,1525145699,96,13.32,122.68,85.23,8.97
429,holme,0,GB,1525143000,93,53.7,-2.31,41.0,4.7
430,san jose,44,PH,1525145787,59,15.79,120.99,89.82,1.14
431,san policarpo,92,PH,1525146267,91,12.18,125.51,83.79,10.76
432,werda,0,DE,1525143600,87,50.44,12.3,44.6,3.36
433,coari,20,BR,1525146267,95,-4.09,-63.14,76.05,2.93
434,verkh-usugli,64,RU,1525146268,35,52.7,115.17,46.89,2.37
435,san jeronimo,92,PE,1525146269,95,-13.65,-73.37,42.57,1.7
436,acajutla,36,SV,1525146269,85,13.59,-89.83,78.66,1.48
437,mitsukaido,75,JP,1525143600,36,36.02,139.98,82.4,2.24
438,egvekinot,24,RU,1525145725,84,66.32,-179.17,28.62,4.5
439,great bend,1,US,1525143360,64,38.36,-98.78,71.6,29.97
440,barranca,68,PE,1525146270,100,-10.75,-77.76,66.15,10.65
441,edewecht,75,DE,1525144800,87,53.13,7.99,44.6,17.22
442,bojnurd,75,IR,1525143600,81,37.47,57.33,48.2,2.24
443,trelew,88,AR,1525146272,62,-43.25,-65.31,44.1,11.1
444,ribeira brava,20,PT,1525143600,76,32.65,-17.07,57.2,4.7
445,tocopilla,32,CL,1525145741,100,-22.09,-70.2,60.03,3.94
446,tual,0,ID,1525146272,100,-5.67,132.75,82.26,9.42
447,montrose,0,AU,1525143600,23,-37.81,145.34,73.4,14.99
448,paso de carrasco,75,UY,1525143600,62,-34.86,-56.05,59.0,13.87
449,siirt,80,TR,1525146274,94,37.93,41.94,52.2,3.04
450,maine-soroa,0,NE,1525146274,48,13.21,12.02,75.42,2.71
451,velyka lepetykha,0,UA,1525146274,74,47.18,33.94,52.02,4.72
452,colombo,20,LK,1525144200,74,6.93,79.85,86.0,4.7
453,narsaq,76,GL,1525143000,79,60.91,-46.05,28.4,3.49
454,faya,20,SA,1525143600,67,18.39,42.45,62.6,4.7
455,sombrio,88,BR,1525146276,100,-29.11,-49.63,69.57,6.51
456,mugur-aksy,76,RU,1525145772,78,50.38,90.44,38.07,2.48
457,whakatane,20,NZ,1525146277,92,-37.96,176.99,67.86,2.59
458,lomas de sargentillo,75,EC,1525143600,74,-1.88,-80.08,80.6,3.36
459,nauta,8,PE,1525146278,93,-4.51,-73.58,76.23,3.71
460,esterhazy,0,CA,1525146278,79,50.65,-102.08,38.52,7.4
461,dauphin,90,CA,1525143600,93,51.15,-100.04,35.6,6.93
462,shrigonda,0,IN,1525146279,56,18.61,74.7,80.55,8.08
463,brae,0,GB,1525143000,85,60.4,-1.35,37.4,1.12
464,beni suef,0,EG,1525146279,33,29.07,31.1,69.03,8.41
465,padang,0,ID,1525146280,100,-0.92,100.36,82.8,1.14
466,bossangoa,20,CF,1525146280,79,6.5,17.45,75.06,9.08
467,poum,32,MK,1525146280,99,41.28,20.71,48.6,1.92
468,severo-kurilsk,48,RU,1525146281,95,50.68,156.12,35.46,7.63
469,terrace,75,CA,1525143600,61,54.52,-128.61,48.2,16.11
470,monrovia,56,LR,1525146281,91,6.33,-10.8,76.77,5.5
471,fare,48,PF,1525146281,100,-16.7,-151.02,82.62,11.43
472,cravo norte,56,CO,1525146282,95,6.3,-70.2,74.97,2.71
473,strezhevoy,0,RU,1525143600,73,60.73,77.6,21.2,11.18
474,huadian,48,CN,1525146282,59,42.97,126.75,61.47,3.6
475,martapura,68,ID,1525146016,81,-3.41,114.85,86.85,4.61
476,myaundzha,32,RU,1525146283,73,63.05,147.18,29.88,1.03
477,mpika,44,ZM,1525146283,82,-11.84,31.4,61.47,10.65
478,west wendover,20,US,1525143360,45,40.74,-114.07,48.2,6.93
479,atchison,1,US,1525143240,43,39.56,-95.12,75.2,18.34
480,ostersund,56,SE,1525143000,58,63.18,14.64,30.2,5.82
481,horodyshche,0,UA,1525143600,62,50.76,29.29,53.6,8.95
482,ahipara,76,NZ,1525146285,91,-35.17,173.16,63.18,10.76
483,riberalta,32,BO,1525146285,94,-11.0,-66.08,76.41,2.04
484,bodden town,20,KY,1525143600,83,19.28,-81.25,82.4,4.7
485,talcahuano,90,CL,1525143600,100,-36.72,-73.12,53.6,10.29
486,laguna,0,MX,1525146286,30,27.52,-110.01,72.81,3.94
487,inirida,12,CO,1525146286,96,3.87,-67.92,73.98,2.04
488,jaguarao,0,BR,1525146287,89,-32.57,-53.38,61.83,11.43
489,haines junction,20,CA,1525145712,55,60.75,-137.51,39.15,2.93
490,butajira,92,ET,1525146287,96,8.12,38.38,51.57,2.04
491,mtwara,36,TZ,1525146287,100,-10.28,40.18,81.63,14.12
492,ca mau,12,VN,1525146288,74,9.18,105.15,90.27,5.95
493,vikhorevka,32,RU,1525143600,27,56.12,101.17,53.6,13.42
494,yerofey pavlovich,0,RU,1525146289,37,53.97,121.97,48.33,3.04
495,cherskiy,76,RU,1525145715,89,68.75,161.3,21.96,3.6
496,mizdah,0,LY,1525146289,77,31.45,12.98,55.08,6.51
497,middletown,90,US,1525144860,75,41.55,-71.29,46.4,10.29
498,lagoa,0,PT,1525143600,87,37.14,-8.45,50.0,5.82
499,grand gaube,75,MU,1525143600,65,-20.01,57.66,78.8,11.41
500,bom jesus,40,BR,1525143600,94,-5.99,-35.58,75.2,3.36
501,bocas del toro,92,PA,1525146291,100,9.33,-82.25,77.58,10.98
502,bandarbeyla,88,SO,1525146292,100,9.49,50.81,77.58,4.38
503,pilar,90,AR,1525143600,67,-34.46,-58.91,60.8,12.75
504,elko,75,US,1525143360,29,40.83,-115.76,44.6,6.93
505,evensk,76,RU,1525146292,94,61.92,159.24,31.68,3.38
506,goma,44,CD,1525146293,100,-1.67,29.23,55.53,2.37
507,vanavara,64,RU,1525146293,53,60.35,102.28,50.49,11.1
508,murmashi,0,RU,1525143600,86,68.82,32.82,26.6,2.24
509,carballo,48,ES,1525143600,100,43.21,-8.69,37.4,4.7
510,alice springs,0,AU,1525143600,17,-23.7,133.88,84.2,10.29
511,kyzyl,24,RU,1525146294,35,51.72,94.43,59.67,4.16
512,udankudi,8,IN,1525146295,77,8.43,78.03,85.05,6.51
513,ulaangom,0,MN,1525146295,69,49.98,92.07,48.69,1.7
514,okha,76,RU,1525146295,94,53.59,142.95,37.08,8.08
515,waipawa,32,NZ,1525145999,86,-39.94,176.59,60.57,7.96
516,pevek,12,RU,1525145736,100,69.7,170.27,24.12,10.98
517,ouallam,0,NE,1525146296,43,14.32,2.08,77.67,9.75
518,kampong thum,80,KH,1525146297,79,12.71,104.89,85.86,4.5
519,pundaguitan,68,PH,1525145729,98,6.37,126.17,84.15,2.59
520,sioux lookout,90,CA,1525145400,55,50.1,-91.92,64.4,8.05
521,sao felix do xingu,20,BR,1525146298,100,-6.64,-51.99,72.45,2.15
522,vardo,1,US,1525144500,30,39.62,-77.74,60.8,5.39
523,shubarkuduk,68,KZ,1525146298,44,49.15,56.49,52.56,17.25
524,paita,20,PE,1525146299,74,-5.09,-81.11,71.28,4.61
525,risod,0,IN,1525146299,40,19.98,76.79,88.56,11.1
526,pudur,20,IN,1525145400,58,9.29,78.14,87.8,3.36
527,marmora,48,IT,1525146300,71,44.46,7.09,33.66,2.04
528,aguimes,75,ES,1525143600,63,27.91,-15.45,62.6,12.75
529,aripuana,64,BR,1525145711,94,-9.17,-60.63,74.16,3.04
530,salinas,90,US,1525145700,71,36.67,-121.66,53.6,11.41
531,bunbury,0,GB,1525144800,80,53.12,-2.65,39.2,6.93
532,salalah,40,OM,1525143000,79,17.01,54.1,84.2,6.93
533,antofagasta,90,CL,1525143600,77,-23.65,-70.4,60.8,4.7
534,santa marta,12,CO,1525146302,96,11.24,-74.21,81.18,26.64
535,kitgum,12,UG,1525146303,93,3.3,32.88,58.32,2.04
536,mount isa,0,AU,1525141800,37,-20.73,139.49,86.0,14.99
537,rancho palos verdes,90,US,1525145460,67,33.75,-118.37,60.8,4.7
538,okato,0,NZ,1525146304,100,-39.19,173.88,62.91,10.54
539,huainan,48,CN,1525146304,91,32.59,117.01,77.85,5.61
540,khasan,92,RU,1525146000,93,42.43,130.64,45.99,5.61
